orbit_type,sat_altitude_km,sat_lat,sat_lon,gs_lat,gs_lon,distance_km,elevation,doppler_hz,fspl_db,atm_loss_db,rx_power_dbm,visible,station,sin_elevation,cos_elevation,distance_log,rx_margin,orbit_type_enc
LEO,1097.915019386058,-31.93851091607017,-135.0182362767876,12.97,77.59,16081.195327665464,3.9057065325718208,303293.9599134006,198.1499914620808,3.0,-98.1499914620808,0,Bangalore,0.06811465746929592,0.9976774997151336,9.68546805876655,1.8500085379191944,0
LEO,1097.915019386058,-31.93851091607017,-135.0182362767876,28.61,77.2,16910.50223988867,3.714717079885736,303361.2988839547,198.58675504661892,3.0,-98.58675504661892,0,Delhi,0.06478863222415585,0.9978990094866931,9.735749275314571,1.4132449533810814,0
LEO,1097.915019386058,-31.93851091607017,-135.0182362767876,19.07,72.87,16885.221987695215,3.720263080741639,303359.39099402394,198.5737604133303,3.0,-98.57376041333029,0,Mumbai,0.06488522452831594,0.9978927335329735,9.734253301400004,1.426239586669709,0
LEO,1097.915019386058,-31.93851091607017,-135.0182362767876,13.08,80.27,15856.63382833605,3.960844280084354,303273.8925408351,198.0278448669137,3.0,-98.02784486691371,0,Chennai,0.06907472599335422,0.9976114886211681,9.67140629290716,1.9721551330862894,0
LEO,1097.915019386058,-31.93851091607017,-135.0182362767876,22.57,88.36,15632.708038273895,4.0173956749421444,303253.0189196455,197.90430925959237,3.0,-97.90430925959237,0,Kolkata,0.0700593427446455,0.9975428253935709,9.65718463381211,2.0956907404076333,0
MEO,11849.72540708977,28.403409585589245,117.0268293083762,12.97,77.59,4420.589596330885,69.54175951484638,54525.83809636157,186.93322886610804,0.5,-84.43322886610804,1,Bangalore,0.9369271859491547,0.3495246031818049,8.394254547596727,15.566771133891962,1
MEO,11849.72540708977,28.403409585589245,117.0268293083762,28.61,77.2,3873.186570884061,71.89956621132598,48466.645658346475,185.78499326890488,0.5,-83.28499326890488,1,Delhi,0.9505133794566734,0.31068362601504146,8.26209100256054,16.715006731095116,1
MEO,11849.72540708977,28.403409585589245,117.0268293083762,19.07,72.87,4586.6691849472545,68.84009127130466,56311.64941401929,187.25357327348104,0.5,-84.75357327348104,1,Mumbai,0.9325766105937814,0.3609721116283288,8.431127371235327,15.246426726518962,1
MEO,11849.72540708977,28.403409585589245,117.0268293083762,13.08,80.27,4161.958141573735,70.64728498682322,51695.68517594478,186.40957908154508,0.5,-83.90957908154508,1,Chennai,0.9434964622185058,0.33138259728169733,8.333981192273836,16.090420918454925,1
MEO,11849.72540708977,28.403409585589245,117.0268293083762,22.57,88.36,2942.025029461905,76.05665868519294,37590.11425165259,183.39655218484629,0.5,-80.89655218484629,1,Kolkata,0.9705344836891361,0.24096227084392685,7.987193252941414,19.103447815153714,1
MEO,18955.167328496587,12.588284682184039,-37.22983852158984,12.97,77.59,12287.727353239725,57.04659030282748,84857.27430117075,195.81305624960822,1.5,-94.31305624960822,1,Bangalore,0.8391131661338765,0.5439568865459663,9.416437645793847,5.686943750391777,1
MEO,18955.167328496587,12.588284682184039,-37.22983852158984,28.61,77.2,11617.31149937443,58.49655002411443,81517.78504968708,195.3257376092675,1.5,-93.82573760926749,1,Delhi,0.8526087013733228,0.5225499041646607,9.360337709982893,6.174262390732508,1
MEO,18955.167328496587,12.588284682184039,-37.22983852158984,19.07,72.87,11589.632372952641,58.55740966469427,81376.45895141094,195.30501812524557,1.5,-93.80501812524557,1,Mumbai,0.8531632733701493,0.5216439676372496,9.357952496791219,6.194981874754433,1
MEO,18955.167328496587,12.588284682184039,-37.22983852158984,13.08,80.27,12557.415996285377,56.47632997728603,86155.90354373184,196.00163055291094,1.5,-94.50163055291094,1,Chennai,0.8336577348010917,0.55228143297264,9.4381463171236,5.498369447089061,1
MEO,18955.167328496587,12.588284682184039,-37.22983852158984,22.57,88.36,12916.108359944,55.72936420685946,87844.00526375932,196.24625851860185,1.5,-94.74625851860185,1,Kolkata,0.8263869942712374,0.563102597844611,9.466307941137295,5.253741481398151,1
LEO,1064.132960287962,16.28680011634586,-57.691541823404265,12.97,77.59,14120.94349584877,4.309577778445577,303140.46610328724,197.0208992254545,3.0,-97.02089922545451,0,Bangalore,0.07514541900317184,0.9971725858660765,9.555485142924594,2.9791007745454863,0
LEO,1064.132960287962,16.28680011634586,-57.691541823404265,28.61,77.2,13055.995057108712,4.6596105320881485,302995.24961013807,196.33982446074316,3.0,-96.33982446074316,0,Delhi,0.08123592953559822,0.9966949000333489,9.477079288845411,3.6601755392568407,0
LEO,1064.132960287962,16.28680011634586,-57.691541823404265,19.07,72.87,13330.795714087333,4.563967486500183,303036.05166579527,196.52074638473374,3.0,-96.52074638473374,0,Mumbai,0.07957204823083544,0.996829117321695,9.497907116334485,3.479253615266259,0
LEO,1064.132960287962,16.28680011634586,-57.691541823404265,13.08,80.27,14357.328696847331,4.238883824520539,303168.421499082,197.16509778573794,3.0,-97.16509778573794,0,Chennai,0.07391500844170372,0.997264544404875,9.57208544981542,2.8349022142620584,0
LEO,1064.132960287962,16.28680011634586,-57.691541823404265,22.57,88.36,14330.288609765903,4.246853016900293,303165.2932221156,197.14872366311653,3.0,-97.14872366311653,0,Kolkata,0.07405371590122681,0.9972542540201171,9.570200440698768,2.8512763368834726,0
MEO,12427.718577824962,54.18662116272533,140.1429962020028,12.97,77.59,7070.576746715027,60.36289307756615,77142.76141871902,191.0127217335235,0.5,-88.5127217335235,1,Bangalore,0.8691748516706717,0.4945048808892244,8.863838753362847,11.487278266476494,1
MEO,12427.718577824962,54.18662116272533,140.1429962020028,28.61,77.2,5730.899599667174,65.24375375585687,65326.363217171536,189.18808092227476,0.5,-86.68808092227476,1,Delhi,0.9080975271797143,0.41875873857161244,8.65380227303527,13.311919077725236,1
MEO,12427.718577824962,54.18662116272533,140.1429962020028,19.07,72.87,6827.974633266053,61.214947534130346,75117.90680062165,190.70946290075827,0.5,-88.20946290075827,1,Mumbai,0.8764323318956563,0.4815250435937285,8.828929814393648,11.790537099241732,1
MEO,12427.718577824962,54.18662116272533,140.1429962020028,13.08,80.27,6893.172014748695,60.98457253071851,75667.03605062544,190.79200724442407,0.5,-88.29200724442407,1,Chennai,0.874489135532148,0.4850451028886246,8.838431698136098,11.70799275557593,1
MEO,12427.718577824962,54.18662116272533,140.1429962020028,22.57,88.36,5537.029533234693,65.98517789022081,63487.781565954305,188.8891617198408,0.5,-86.38916171984081,1,Kolkata,0.9134402064948157,0.4069729587561174,8.619394036550688,13.610838280159186,1
GEO,35786.0,-52.45684705958126,138.41152292627362,12.97,77.59,9295.411026908138,75.43920528644921,30872.79597132217,193.38899688653512,0.5,-90.88899688653512,1,Bangalore,0.9678814252362479,0.2514071333169558,9.137383693573355,9.111003113464875,2
GEO,35786.0,-52.45684705958126,138.41152292627362,28.61,77.2,10787.074542243114,73.22546992817004,35440.8422481937,194.68169851817578,0.5,-92.18169851817578,1,Delhi,0.9574478874313058,0.28860620723284774,9.286196593972782,7.818301481824221,2
GEO,35786.0,-52.45684705958126,138.41152292627362,19.07,72.87,10138.845255343394,74.18157883299207,33474.00235017306,194.14339481421257,0.5,-91.64339481421257,1,Mumbai,0.9621304029725096,0.2725895956854484,9.224228016214466,8.35660518578743,2
GEO,35786.0,-52.45684705958126,138.41152292627362,13.08,80.27,9152.232490743088,75.65416282737822,30426.666291564343,193.2541657971438,0.5,-90.7541657971438,1,Chennai,0.9688178197585655,0.247774155468765,9.121862373558542,9.245834202856202,2
GEO,35786.0,-52.45684705958126,138.41152292627362,22.57,88.36,9644.331904846998,74.91712227523286,31954.5217420538,193.7090678807415,0.5,-91.20906788074149,1,Kolkata,0.9655504369548568,0.26021597509815797,9.17422933686252,8.790932119258514,2
LEO,729.8095474063743,31.590318316614088,149.64391760617855,12.97,77.59,7569.966227521034,5.506784571577211,302596.9919664152,191.60550376000555,3.0,-91.60550376000555,1,Bangalore,0.09596361980986955,0.9953848419947868,8.932075977324772,8.394496239994453,0
LEO,729.8095474063743,31.590318316614088,149.64391760617855,28.61,77.2,6843.933474966012,6.086789664022962,302286.1751808022,190.72974050935775,3.0,-90.72974050935775,1,Delhi,0.10603481012113318,0.994362418357902,8.83126401889753,9.270259490642246,0
LEO,729.8095474063743,31.590318316614088,149.64391760617855,19.07,72.87,7693.059696379743,5.419201566055534,302641.232518281,191.74560697048145,3.0,-91.74560697048145,1,Mumbai,0.094441951255468,0.9955303701259243,8.948203842104567,8.254393029518553,0
LEO,729.8095474063743,31.590318316614088,149.64391760617855,13.08,80.27,7310.26718736786,5.701147595618502,302496.2884581316,191.3022899317346,3.0,-91.3022899317346,1,Chennai,0.09933968001215829,0.9950535804543803,8.8971718875656,8.697710068265394,0
LEO,729.8095474063743,31.590318316614088,149.64391760617855,22.57,88.36,6073.575453465077,6.851891529545461,301828.7909616485,189.69251354496703,3.0,-89.69251354496703,1,Kolkata,0.1193032266825749,0.9928578650054227,8.711867381563454,10.307486455032972,0
GEO,35786.0,45.84811626722703,49.379874734907105,12.97,77.59,4515.208976006325,82.80884762244573,15372.107632041823,187.11718202956257,0.5,-84.61718202956257,1,Bangalore,0.9921340434614314,0.1251800295768878,8.415428198779592,15.38281797043743,2
GEO,35786.0,45.84811626722703,49.379874734907105,28.61,77.2,3093.675340874208,85.0591030000244,10576.528216623394,183.83311963397952,0.5,-81.33311963397952,1,Delhi,0.9962840728656968,0.08612807993992992,8.03743828167604,18.66688036602048,2
GEO,35786.0,45.84811626722703,49.379874734907105,19.07,72.87,3674.9229743720916,84.13675530679718,12544.561880517642,185.32858973680857,0.5,-82.82858973680857,1,Mumbai,0.9947685539683715,0.10215441270779838,8.209559529603188,17.171410263191433,2
GEO,35786.0,45.84811626722703,49.379874734907105,13.08,80.27,4656.063461300335,82.5869736075623,15843.785320035993,187.38400274169604,0.5,-84.88400274169604,1,Chennai,0.9916418546321651,0.12902105309475564,8.44614036996712,15.115997258303963,2
GEO,35786.0,45.84811626722703,49.379874734907105,22.57,88.36,4354.298467082396,83.0625790970383,14832.422660846702,186.80198881314448,0.5,-84.30198881314448,1,Kolkata,0.9926786666704266,0.12078520082122722,8.37914842128551,15.698011186855524,2
MEO,15765.073373227031,26.909569211807224,-36.06464161642725,12.97,77.59,11598.118138068443,53.658663433232974,92444.73717075826,195.3113754838471,1.5,-93.81137548384709,1,Bangalore,0.8055009591920193,0.5925944690433221,9.358684351624287,6.188624516152913,1
MEO,15765.073373227031,26.909569211807224,-36.06464161642725,28.61,77.2,10597.630838528454,56.090133322192465,87030.53327532865,194.52780066255912,1.5,-93.02780066255912,1,Delhi,0.8299162257268405,0.5578880338162093,9.26848010558093,6.972199337440884,1
MEO,15765.073373227031,26.909569211807224,-36.06464161642725,19.07,72.87,10809.892361799815,55.562107448223735,88219.96068143466,194.7000523117502,1.5,-93.2000523117502,1,Mumbai,0.8247396770506633,0.5655125684707349,9.288309456883926,6.799947688249802,1
MEO,15765.073373227031,26.909569211807224,-36.06464161642725,13.08,80.27,11834.793255077191,53.104552474537314,93655.64269627846,195.48683843163113,1.5,-93.98683843163113,1,Chennai,0.7997323627539127,0.600356683950503,9.378883545901946,6.013161568368872,1
MEO,15765.073373227031,26.909569211807224,-36.06464161642725,22.57,88.36,11894.007293374838,52.967161772922736,93954.53346129571,195.5301889303846,1.5,-94.03018893038461,1,Kolkata,0.7982904575332753,0.6022726503929212,9.383874035883137,5.969811069615389,1
LEO,966.9500665846754,-17.27504208858219,-86.93052795345258,12.97,77.59,18286.666023917493,3.0268289015098193,303575.8953226163,199.2663155866333,3.0,-99.26631558663331,0,Bangalore,0.05280356143028505,0.9986049188243958,9.813982123833581,0.7336844133666887,0
LEO,966.9500665846754,-17.27504208858219,-86.93052795345258,28.61,77.2,17962.429697398802,3.081361243440726,303560.47976201255,199.11092654842832,3.0,-99.11092654842832,0,Delhi,0.05375397849098741,0.9985542097434623,9.796093286731894,0.8890734515716758,0
LEO,966.9500665846754,-17.27504208858219,-86.93052795345258,19.07,72.87,17872.922954407928,3.0967625926655664,303556.076208468,199.0675365856857,3.0,-99.0675365856857,0,Mumbai,0.05402239216439133,0.9985397243699605,9.791098111447988,0.9324634143142987,0
LEO,966.9500665846754,-17.27504208858219,-86.93052795345258,13.08,80.27,18564.99070052429,2.9815334503827065,303588.4906658005,199.39751964130784,3.0,-99.39751964130784,0,Chennai,0.05201409314173368,0.9986463508743438,9.829086729072339,0.6024803586921621,0
LEO,966.9500665846754,-17.27504208858219,-86.93052795345258,22.57,88.36,19247.763267918013,2.8759508466511914,303617.11349905026,199.7112302920346,3.0,-99.7112302920346,0,Kolkata,0.05017373625711614,0.9987405049310863,9.865202091829639,0.28876970796540036,0
GEO,35786.0,16.899064936914684,-151.74751695204517,12.97,77.59,13659.349591904913,69.10837732675276,43790.65236990017,196.73222532752362,0.5,-94.23222532752362,1,Bangalore,0.9342566236881019,0.35660140366368215,9.522252725176871,5.767774672476378,2
GEO,35786.0,16.899064936914684,-151.74751695204517,28.61,77.2,12716.260641753703,70.4377491028293,41117.22544240689,196.1108133399615,0.5,-93.61081333996151,1,Delhi,0.9422782592778891,0.334830826078232,9.450715455348476,6.38918666003849,2
GEO,35786.0,16.899064936914684,-151.74751695204517,19.07,72.87,13708.048234832924,69.040353407676,43926.82977452513,196.76313739940778,0.5,-94.26313739940778,1,Mumbai,0.9338325934158944,0.3577103401834294,9.525811348909025,5.736862600592218,2
GEO,35786.0,16.899064936914684,-151.74751695204517,13.08,80.27,13400.793216650125,69.47056857778824,43064.54538440194,196.56623503663437,0.5,-94.06623503663437,1,Chennai,0.9364921728260905,0.35068848032900607,9.503143799123688,5.933764963365633,2
GEO,35786.0,16.899064936914684,-151.74751695204517,22.57,88.36,12141.785704236316,71.25850573509736,39455.50333155889,195.70927619192344,0.5,-93.20927619192344,1,Kolkata,0.946977837740099,0.3212988870648118,9.404490503219295,6.790723808076564,2
LEO,1081.617827274715,-25.96443892430016,122.11590839051951,12.97,77.59,6476.022782218231,9.481953902915901,299846.61113810405,190.2497922790161,3.0,-90.2497922790161,1,Bangalore,0.16473695340722758,0.9863375366385003,8.776016236579578,9.750207720983894,0
LEO,1081.617827274715,-25.96443892430016,122.11590839051951,28.61,77.2,7734.3149110104205,7.960991330790193,301070.2280919782,191.79206193829967,3.0,-91.79206193829967,1,Delhi,0.13849886483020915,0.9903625924078229,8.953551474655542,8.207938061700332,0
LEO,1081.617827274715,-25.96443892430016,122.11590839051951,19.07,72.87,7304.427250175376,8.422981217552817,300720.9525761382,191.29534828093736,3.0,-91.29534828093736,1,Mumbai,0.14647981186844766,0.9892136597899284,8.89637280983593,8.704651719062639,0
LEO,1081.617827274715,-25.96443892430016,122.11590839051951,13.08,80.27,6272.148077973812,9.784296473612395,299578.171706197,189.9719509804488,3.0,-89.97195098044881,1,Chennai,0.16993941391429906,0.9854545121914378,8.74403359342531,10.02804901955119,0
LEO,1081.617827274715,-25.96443892430016,122.11590839051951,22.57,88.36,6507.081838331857,9.437511515525136,299885.3663105936,190.2913502971001,3.0,-90.29135029710011,1,Kolkata,0.16397183544703625,0.9864650207585316,8.78080004329549,9.70864970289989,0
GEO,35786.0,-45.757044506605936,179.64309276412462,12.97,77.59,11967.198590516777,71.50954615512323,38945.60862671517,195.58347488134362,0.5,-93.08347488134362,1,Bangalore,0.9483765087554056,0.3171466500546838,9.390008293535544,6.916525118656381,2
GEO,35786.0,-45.757044506605936,179.64309276412462,28.61,77.2,13161.08025745554,69.80790305690647,42386.72191988528,196.4094556709453,0.5,-93.9094556709453,1,Delhi,0.9385406423190389,0.3451687452759388,9.485095266661624,6.090544329054694,2
GEO,35786.0,-45.757044506605936,179.64309276412462,19.07,72.87,12799.631523986529,70.3193188946477,41356.313325583345,196.16757426796804,0.5,-93.66757426796804,1,Mumbai,0.9415841525050883,0.33677779581093925,9.457249786502086,6.332425732031965,2
GEO,35786.0,-45.757044506605936,179.64309276412462,13.08,80.27,11767.919003509596,71.7969934554272,38360.84938912697,195.43761833211647,0.5,-92.93761833211647,1,Chennai,0.9499556607224292,0.3123847670124346,9.373217352664295,7.062381667883528,2
GEO,35786.0,-45.757044506605936,179.64309276412462,22.57,88.36,11877.967135074918,71.63813820805646,38684.13178322027,195.51846730698026,0.5,-93.01846730698026,1,Kolkata,0.9490859091914517,0.31501735979821066,9.382524647644995,6.981532693019744,2
LEO,544.8553997307417,10.875527373796729,0.3688836680500742,12.97,77.59,8371.243194059896,3.723932447654657,303358.12712600065,192.47942409808795,3.0,-92.47942409808795,0,Bangalore,0.06494913197462196,0.9978885760723705,9.032677131646128,7.5205759019120535,0
LEO,544.8553997307417,10.875527373796729,0.3688836680500742,28.61,77.2,8154.587063072269,3.8225826415388022,303323.6819275876,192.25166439826458,3.0,-92.25166439826458,0,Delhi,0.06666717015825353,0.9977752694986434,9.006458500578413,7.74833560173542,0
LEO,544.8553997307417,10.875527373796729,0.3688836680500742,19.07,72.87,7792.415467239074,3.999682653257051,303259.5887287956,191.85706691519925,3.0,-91.85706691519925,0,Mumbai,0.06975094848962615,0.9975644366078802,8.961034485298018,8.142933084800745,0
LEO,544.8553997307417,10.875527373796729,0.3688836680500742,13.08,80.27,8656.796980255183,3.6014233056027964,303399.6511686314,192.77076957165923,3.0,-92.77076957165923,0,Chennai,0.06281531186020058,0.9980251683178665,9.066215578923023,7.22923042834077,0
LEO,544.8553997307417,10.875527373796729,0.3688836680500742,22.57,88.36,9342.44985392241,3.33773195298156,303484.3222244832,193.4328404295541,3.0,-93.43284042955409,0,Kolkata,0.05822146925110264,0.9983036915279052,9.14243082640002,6.567159570445909,0
GEO,35786.0,-21.725830260032417,79.68407226260359,12.97,77.59,3864.761610617206,83.83614758201301,13185.297570769722,185.76607913242242,0.5,-83.26607913242242,1,Bangalore,0.9942189022983946,0.10737213005512804,8.259913994808885,16.73392086757758,2
GEO,35786.0,-21.725830260032417,79.68407226260359,28.61,77.2,5603.428831627813,81.10079578084493,18996.75040232566,188.99270212876533,0.5,-86.49270212876533,1,Delhi,0.9879620144460144,0.15469666451405262,8.631312426946732,13.50729787123467,2
GEO,35786.0,-21.725830260032417,79.68407226260359,19.07,72.87,4596.434698878165,82.68087394974182,15644.192982784545,187.27204681125437,0.5,-84.77204681125437,1,Mumbai,0.9918519715660129,0.12739570832886438,8.433253752762196,15.22795318874563,2
GEO,35786.0,-21.725830260032417,79.68407226260359,13.08,80.27,3870.759813448672,83.8266549448935,13205.525002404424,185.77954939135046,0.5,-83.27954939135046,1,Chennai,0.994201099477928,0.10753684855378196,8.261464414821772,16.720450608649543,2
GEO,35786.0,-21.725830260032417,79.68407226260359,22.57,88.36,5014.384942489634,82.02356690312094,17040.436811809406,188.02797833422608,0.5,-85.52797833422608,1,Kolkata,0.9903252296585049,0.13876577208313848,8.520265455673531,14.472021665773923,2
LEO,1139.026336086898,7.522496093839351,-1.763714996772535,12.97,77.59,8673.505841590017,7.481412990778349,301412.0943567747,192.7875184273479,3.0,-92.78751842734789,1,Bangalore,0.13020455617404583,0.9914871524893905,9.068143639687104,7.212481572652109,0
LEO,1139.026336086898,7.522496093839351,-1.763714996772535,28.61,77.2,8533.567342547287,7.602673985616258,301327.6475028713,192.64623732228893,3.0,-92.64623732228893,1,Delhi,0.13230264999678162,0.9912093667857609,9.051879941799221,7.3537626777110745,0
LEO,1139.026336086898,7.522496093839351,-1.763714996772535,19.07,72.87,8125.940872180123,7.979254521397396,301056.7921391035,192.2210980787438,3.0,-92.22109807874381,1,Mumbai,0.13881453864617202,0.9903183951944194,9.002939855247487,7.7789019212561925,0
LEO,1139.026336086898,7.522496093839351,-1.763714996772535,13.08,80.27,8961.44250520344,7.2436254534157545,301573.7711472191,193.0711833767537,3.0,-93.07118337675371,1,Chennai,0.12608860103271413,0.9920189840369049,9.100798069847237,6.928816623246291,0
LEO,1139.026336086898,7.522496093839351,-1.763714996772535,22.57,88.36,9699.894360335302,6.6973817717218065,301925.49791077717,193.75896501045622,3.0,-93.75896501045622,1,Kolkata,0.11662535235231711,0.9931759799696617,9.179973362337545,6.2410349895437776,0
GEO,35786.0,-55.281341134969935,-63.31988343394818,12.97,77.59,14229.707272604488,68.31558127477368,45373.87192728333,197.08754424210383,0.5,-94.58754424210383,1,Bangalore,0.9292330877905692,0.3694940710690825,9.563157392772466,5.4124557578961685,2
GEO,35786.0,-55.281341134969935,-63.31988343394818,28.61,77.2,15702.549168735102,66.30860069408021,49342.30749525488,197.94302816028005,0.5,-95.44302816028005,1,Delhi,0.9157229195764106,0.4018103216225968,9.661642027491176,4.5569718397199495,2
GEO,35786.0,-55.281341134969935,-63.31988343394818,19.07,72.87,14574.514858022547,67.84047442913773,46318.52018518023,197.29550706711672,0.5,-94.79550706711672,1,Mumbai,0.9261372650600563,0.3771866464591224,9.58709833533047,5.204492932883284,2
GEO,35786.0,-55.281341134969935,-63.31988343394818,13.08,80.27,14370.186128705143,68.12163423497064,45759.874632468316,197.17287278766773,0.5,-94.67287278766773,1,Chennai,0.9279770236996413,0.3726374155738462,9.57298051767816,5.327127212332272,2
GEO,35786.0,-55.281341134969935,-63.31988343394818,22.57,88.36,15691.765613484333,66.32308000043349,49313.888308284535,197.93706117070582,0.5,-95.43706117070582,1,Kolkata,0.9158244324517867,0.4015788950186038,9.660955096190504,4.562938829294183,2
GEO,35786.0,29.931749310959745,-133.58056943731418,12.97,77.59,14192.133101026355,68.3675455283819,45270.3616820723,197.0645784317684,0.5,-94.56457843176841,1,Bangalore,0.9295678172297885,0.3686511537628037,9.560513542189925,5.43542156823159,2
GEO,35786.0,29.931749310959745,-133.58056943731418,28.61,77.2,12731.902277825684,70.41551651146614,41162.12220622989,196.12149085269346,0.5,-93.62149085269346,1,Delhi,0.9421482632938122,0.3351964349041522,9.451944652826768,6.378509147306545,2
GEO,35786.0,29.931749310959745,-133.58056943731418,19.07,72.87,13873.88695028334,68.80916858063456,44389.1758299563,196.86758794857315,0.5,-94.36758794857315,1,Mumbai,0.9323816571362048,0.3614753732081132,9.537835790854116,5.632412051426854,2
GEO,35786.0,29.931749310959745,-133.58056943731418,13.08,80.27,14013.252542191263,68.61544558889142,44776.04583621363,196.9544038967352,0.5,-94.45440389673519,1,Chennai,0.9311541441938168,0.3646257804251924,9.547830129475349,5.545596103264813,2
GEO,35786.0,29.931749310959745,-133.58056943731418,22.57,88.36,12655.37124981111,70.52435397520209,40942.27554865682,196.0691227182334,0.5,-93.56912271823339,1,Kolkata,0.9427832928926715,0.3334061526763585,9.445916023475048,6.430877281766612,2
LEO,1056.6524853454132,-58.353734326389684,142.53508487637401,12.97,77.59,9845.34354878548,6.125826632403974,302264.14283904585,193.88824242589203,3.0,-93.88824242589203,1,Bangalore,0.10671226806860655,0.994289943549493,9.194855451928143,6.111757574107969,0
LEO,1056.6524853454132,-58.353734326389684,142.53508487637401,28.61,77.2,11390.858514942243,5.299773038450353,302700.4194795819,195.1547540719834,3.0,-95.1547540719834,1,Delhi,0.09236664315495818,0.9957250640775719,9.340654213889085,4.845245928016595,0
LEO,1056.6524853454132,-58.353734326389684,142.53508487637401,19.07,72.87,10682.979975389031,5.6487467771864495,302523.7811888791,194.59747320766223,3.0,-94.59747320766223,1,Mumbai,0.09842959561233738,0.9951440170686813,9.276500699966492,5.402526792337767,0
LEO,1056.6524853454132,-58.353734326389684,142.53508487637401,13.08,80.27,9719.612232903415,6.204455190068135,302219.339207188,193.7766036999933,3.0,-93.7766036999933,1,Chennai,0.10807665830714336,0.9941425631815394,9.182003882395112,6.223396300006698,0
LEO,1056.6524853454132,-58.353734326389684,142.53508487637401,22.57,88.36,10282.625103401913,5.867175370343395,302407.5092245958,194.26570496196376,3.0,-94.26570496196376,1,Kolkata,0.10222265683104916,0.9947615435019599,9.238308113365209,5.734295038036237,0
LEO,809.600876557495,17.386241180251602,51.79882375387393,12.97,77.59,2808.597063541817,16.08005544424506,292106.19111503416,182.993413669865,3.0,-82.99341366986499,1,Bangalore,0.2769801910464269,0.9608756286678755,7.940796358288563,17.006586330135008,0
LEO,809.600876557495,17.386241180251602,51.79882375387393,28.61,77.2,2875.209881512574,15.726144612850474,292620.7232638065,183.19701596794084,3.0,-83.19701596794084,1,Delhi,0.27103970325115395,0.9625681686309424,7.964228693060234,16.802984032059157,0
LEO,809.600876557495,17.386241180251602,51.79882375387393,19.07,72.87,2231.950544816231,19.93735103889322,285780.07441908115,180.99731626791777,3.0,-80.99731626791777,1,Mumbai,0.34099245036464293,0.9400660342732933,7.7110791041771805,19.002683732082232,0
LEO,809.600876557495,17.386241180251602,51.79882375387393,13.08,80.27,3088.8527247393035,14.687079198477592,294066.7857935942,183.81956895711534,3.0,-83.81956895711534,1,Chennai,0.2535398090720344,0.9673249532684022,8.035878706859261,16.180431042884663,0
LEO,809.600876557495,17.386241180251602,51.79882375387393,22.57,88.36,3854.4313620752428,11.86220353524744,297508.0190380095,185.7428312481807,3.0,-85.74283124818069,1,Kolkata,0.20555864485817268,0.9786447994671365,8.257238176514429,14.257168751819307,0
